#node	identifier	domain_summary_url	annotation	other_names_and_aliases
LIPT1	9606.ENSP00000377115	Lipoyltransferase 1, mitochondrial; Catalyzes the transfer of the lipoyl group from lipoyl-AMP to the specific lysine residue of lipoyl domains of lipoate-dependent enzymes; Belongs to the LplA family.	http://smart.embl.de/smart/DDvec.cgi?smart=373:	2.3.1.-,2.3.1.181,51601,AAH07001.1,AAH09772.1,AAH70145.1,AAX88927.1,AB017566,AB017567,AC092587,BAA76367.1,BAA76368.1,BC007001,BC009772,BC070145,C9J6A9,C9J7C5,C9JUU5,C9JW10,CCDS2039,CCDS2039.1,CH471127,EAX01877.1,EC 2.3.1.181,ENSG00000144182,ENSP00000272592,ENSP00000303383,ENSP00000311103,ENSP00000312464,ENSP00000321621,ENSP00000321841,ENSP00000321887,ENSP00000321914,ENSP00000322069,ENSP00000339798,ENSP00000341156,ENSP00000341249,ENSP00000342071,ENSP00000377114,ENSP00000377115,ENSP00000377116,ENSP00000377118,ENSP00000387387,ENSP00000393591,ENSP00000398168,ENSP00000406314,ENSP00000498546,ENST00000272592,ENST00000302497,ENST00000308644,ENST00000308656,ENST00000322361,ENST00000322379,ENST00000322388,ENST00000322392,ENST00000322417,ENST00000338810,ENST00000340066,ENST00000342687,ENST00000347855,ENST00000350184,ENST00000393471,ENST00000393471.2,ENST00000393473,ENST00000393473.6,ENST00000393474,ENST00000393477,ENST00000415142,ENST00000415142.1,ENST00000434566,ENST00000434566.5,ENST00000436234,ENST00000436234.1,ENST00000449211,ENST00000449211.1,ENST00000480170,ENST00000480170.1,ENST00000651691,HGNC:29569,HPA034802,LIPT1,LIPT1-201,LIPT1-202,LIPT1-203,LIPT1-204,LIPT1-205,LIPT1-206,LIPT1-207,LIPT1-208,LIPT1D,LIPT_HUMAN,Lipoate biosynthesis protein,Lipoate-protein ligase,Lipoyl ligase,Lipoyltransferase 1,Lipoyltransferase 1, mitochondrial,MGC12290,MGC13378,NM_001204830,NM_001204830.1,NM_015929,NM_015929.3,NM_015929.4,NM_145197,NM_145197.2,NM_145197.3,NM_145198,NM_145198.2,NM_145198.3,NM_145199,NM_145199.2,NM_145199.3,NP_001191759,NP_001191759.1,NP_057013,NP_057013.1,NP_660198,NP_660198.1,NP_660199,NP_660199.1,NP_660200,NP_660200.1,NR_037935,NR_037935.1,NR_037936,NR_037936.2,NX_Q9Y234,OMIM:610284,OTTHUMG00000130640,Q4ZFZ1,Q9Y234,R-HSA-1430728,R-HSA-389661,R-HSA-71291,UPI000003B004,UPI0001881610,UPI0001881611,UPI0001881612,UPI0001881613,URS00008BBC36,hsa:51601,lipoyltransferase 1,uc002szo.5
LIPT2	9606.ENSP00000309463	Putative lipoyltransferase 2, mitochondrial; Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate- dependent enzymes, which catalyze essential redox reactions. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity); Belongs to the LipB family.	https://smart.embl.de/smart/DDvec.cgi?smart=231:Pfam_BPL_LplA_LipB(69|175)+	2.3.1.181,387787,A6NK58,AP001372,CCDS44679,CCDS44679.1,EC 2.3.1.181,ENSG00000175536,ENSP00000309463,ENSP00000332908,ENSP00000431210,ENSP00000433005,ENST00000310109,ENST00000310109.4,ENST00000331155,ENST00000527115,ENST00000527115.1,ENST00000528085,ENST00000528085.1,H0YC96,H0YD50,HGNC:37216,HPA040249,LIPT2,LIPT2-201,LIPT2-202,LIPT2-203,LIPT2_HUMAN,Lipoate-protein ligase B,Lipoyl(octanoyl) transferase 2,Lipoyl/octanoyl transferase,NM_001144869,NM_001144869.2,NM_001144869.3,NM_001329941,NM_001329941.2,NM_001329942,NM_001329942.2,NP_001138341,NP_001138341.1,NP_001316870,NP_001316870.1,NP_001316871,NP_001316871.1,NX_A6NK58,OMIM:617659,OTTHUMG00000165646,Putative lipoyltransferase 2, mitochondrial,R-HSA-1430728,R-HSA-389661,R-HSA-71291,UPI000013EFA7,UPI0001F787D6,UPI0001F787D7,URS0000E9900B,URS0000EC20DA,hsa:387787,lipoyl(octanoyl) transferase 2,lipoyl(octanoyl) transferase 2 (putative),uc010rrk.3
MARS2	9606.ENSP00000282276	Methionine--tRNA ligase, mitochondrial; methionyl-tRNA synthetase 2, mitochondrial.	https://smart.embl.de/smart/DDvec.cgi?smart=593:Pfam_tRNA-synt_1g(45|411)+	6.1.1.10,92935,A0AVC3,AAH09115.1,AAH40934.1,AAI26295.1,AAX93244.1,AB107013,AC073058,AK098121,BAC05238.1,BAC92749.1,BC009115,BC040934,BC126294,CCDS33358,CCDS33358.1,COXPD25,EC 6.1.1.10,ENSG00000247626,ENSP00000282276,ENSP00000445466,ENST00000282276,ENST00000282276.7,ENST00000499940,HGNC:25133,HPA035589,HPA035590,MARS2,MARS2-201,MetRS,Methionine--tRNA ligase, mitochondrial,Methionyl-tRNA synthetase,Methionyl-tRNA synthetase 2,Methionyl-tRNA synthetase 2, mitochondrial,Mitochondrial methionyl-tRNA synthetase,MtMetRS,NM_138395,NM_138395.3,NM_138395.4,NP_612404,NP_612404.1,NX_Q96GW9,OMIM:609728,OTTHUMG00000154487,Q76E79,Q8IW62,Q8N7N4,Q96GW9,R-HSA-379724,R-HSA-379726,R-HSA-392499,R-HSA-72766,SPAX3,SYMM_HUMAN,UPI00000492CE,hsa:92935,methionine tRNA ligase 2, mitochondrial,methionyl-tRNA synthetase 2, mitochondrial,mtMetRS,uc002uuq.4
MCAT	9606.ENSP00000290429	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial; Catalyzes the transfer of a malonyl moiety from malonyl-CoA to the free thiol group of the phosphopantetheine arm of the mitochondrial ACP protein (NDUFAB1). This suggests the existence of the biosynthesis of fatty acids in mitochondria.	https://smart.embl.de/smart/DDvec.cgi?smart=390:Pfam_Acyl_transf_1(64|346)+	2.3.1.39,27349,2C2N,AAH30985.1,AAH42195.2,AK314059,AL022237,AL359401,AL359403,B0QY72,BAG36765.1,BC030985,BC042195,CAA18261.1,CAB94789.1,CAB94790.1,CAQ07851.1,CCDS14045,CCDS14045.1,CCDS33660,CCDS33660.1,CH471138,EAW73286.1,EC 2.3.1.39,ENSG00000100294,ENSP00000290429,ENSP00000331306,ENSP00000477216,ENST00000290429,ENST00000290429.10,ENST00000327555,ENST00000327555.5,ENST00000464244,ENST00000464244.1,ENST00000608052,ENST00000608052.1,FABD_HUMAN,FASN2C,HGNC:29622,HPA003122,HPA035471,MCAT,MCAT-201,MCAT-202,MCAT-203,MCAT-204,MCT,MCT1,MT,Malonyl-CoA-acyl carrier protein transacylase,Mitochondrial malonyl CoA:ACP acyltransferase,Mitochondrial malonyltransferase,NET62,NM_014507,NM_014507.3,NM_173467,NM_173467.4,NM_173467.5,NP_055322,NP_055322.1,NP_775738,NP_775738.3,NR_046423,NR_046423.1,NX_Q8IVS2,O95510,O95511,OMIM:614479,OTTHUMG00000150704,Q8IVS2,R-HSA-1430728,R-HSA-556833,R-HSA-77289,R-HSA-8978868,UPI000003B003,UPI000006E70F,UPI0003B92876,V9GYY6,XM_011530156,XM_011530156.3,XP_011528458,XP_011528458.1,[Acyl-carrier-protein] malonyltransferase,[acyl-carrier-protein] S-malonyltransferase,fabD,hsa:27349,malonyl CoA:ACP acyltransferase (mitochondrial),malonyl-CoA-acyl carrier protein transacylase,uc003bdl.2
METTL1	9606.ENSP00000314441	tRNA (guanine-N(7)-)-methyltransferase; Methyltransferase that mediates the formation of N(7)- methylguanine in a subset of RNA species, such as tRNAs, mRNAs and microRNAs (miRNAs). Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA. Also acts as a methyltransferase for a subset of internal N(7)-methylguanine in mRNAs. Internal N(7)-methylguanine methylation of mRNAs regulates translation. Also methylates a specific subset of miRNAs, such as let-7. N(7)-methylguanine methylation of let-7 miRNA promotes let-7 miRNA processing by disrupting an inhibitory seconda [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=276:Pfam_Methyltransf_4(76|254)+	2.1.1.-,2.1.1.33,3CKK,4234,AAH00550.1,AC025165,AK223202,AK314851,B2RBX1,BAD96922.1,BAG37368.1,BC000550,BQ651940,C12orf1,CAA65470.1,CAA77238.1,CAA77239.1,CCDS8955,CCDS8955.3,CCDS8956,CCDS8956.1,EC 2.1.1.33,ENSG00000037897,ENSP00000040530,ENSP00000257848,ENSP00000314441,ENSP00000377297,ENSP00000386157,ENSP00000447838,ENSP00000447988,ENSP00000448342,ENSP00000449397,ENST00000040530,ENST00000257848,ENST00000257848.7,ENST00000324871,ENST00000324871.11,ENST00000393694,ENST00000408972,ENST00000547653,ENST00000547653.1,ENST00000548504,ENST00000548504.1,ENST00000548681,ENST00000548681.1,ENST00000549773,ENST00000549773.1,ENST00000551117,ENST00000551117.1,ENST00000553125,ENST00000553125.5,F8VSD9,H0YHU4,H0YHX0,H0YIH0,H7BXF2,HGNC:7030,HPA020914,HPA050450,METTL1,METTL1-201,METTL1-202,METTL1-203,METTL1-204,METTL1-205,METTL1-206,METTL1-207,METTL1-208,Methyltransferase like 1,Methyltransferase-like protein 1,NM_005371,NM_005371.5,NM_005371.6,NM_023033,NM_023033.3,NM_023033.4,NP_005362,NP_005362.3,NP_075422,NP_075422.3,NX_Q9UBP6,OMIM:604466,OTTHUMG00000150143,Q14105,Q53FS9,Q9UBP6,R-HSA-6782315,R-HSA-72306,R-HSA-8953854,TRM8,TRMB_HUMAN,TRMT8,TRNA (guanine-N7-)-methyltransferase,UPI0000072720,UPI000013CF90,UPI0000161863,UPI00020CE3D2,UPI00020CE3D3,UPI00020CE3D4,X96698,XM_005268873,XM_005268873.2,XM_017019305,XM_017019305.2,XP_005268930,XP_005268930.1,XP_016874794,XP_016874794.2,Y18642,Y18643,YDL201w,hsa:4234,mRNA (guanine-N(7)-)-methyltransferase,methyltransferase like 1,methyltransferase-like 1,miRNA (guanine-N(7)-)-methyltransferase,tRNA (guanine(46)-N(7))-methyltransferase,tRNA (guanine-N(7)-)-methyltransferase,tRNA(m7G46)-methyltransferase,uc009zqc.4,uc010ssd.3
MIPEP	9606.ENSP00000371607	Mitochondrial intermediate peptidase; Cleaves proteins, imported into the mitochondrion, to their mature size.	https://smart.embl.de/smart/DDvec.cgi?smart=713:Pfam_Peptidase_M3(254|699)+	3.4.24.59,4285,AAC51231.1,AAH09934.1,AK291923,AL139080,AL157368,AL445985,BAF84612.1,BC009934,CCDS9303,CCDS9303.1,COXPD31,EC 3.4.24.59,ENSG00000027001,ENSP00000028585,ENSP00000371590,ENSP00000371607,ENSP00000397404,ENST00000028585,ENST00000382155,ENST00000382172,ENST00000382172.3,ENST00000433710,ENST00000433710.2,ENST00000464194,ENST00000464194.3,ENST00000469167,ENST00000469167.1,ENST00000494139,ENST00000494139.1,HGNC:7104,HMIP,HPA030676,HPA031669,HPA031670,M03.006,MIP,MIPEP,MIPEP-201,MIPEP-202,MIPEP-203,MIPEP-204,MIPEP-205,MIPEP_HUMAN,Mitochondrial intermediate peptidase,NM_005932,NM_005932.3,NM_005932.4,NP_005923,NP_005923.2,NP_005923.3,NX_Q99797,OMIM:602241,OTTHUMG00000016573,Q5JV15,Q5T9Q9,Q96G65,Q99797,U80034,UPI000013C54A,URS00008C18E4,XM_011535097,XM_011535097.2,XM_011535098,XM_011535098.3,XP_011533399,XP_011533399.1,XP_011533400,XP_011533400.1,hsa:4285,mitochondrial intermediate peptidase,uc001uox.5
MRM2	9606.ENSP00000242257	rRNA methyltransferase 2, mitochondrial; S-adenosyl-L-methionine-dependent 2'-O-ribose methyltransferase that catalyzes the formation of 2'-O-methyluridine at position 1369 (Um1369) in the 16S mitochondrial large subunit ribosomal RNA (mtLSU rRNA), a universally conserved modification in the peptidyl transferase domain of the mtLSU rRNA; Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA methyltransferase RlmE family.	https://smart.embl.de/smart/DDvec.cgi?smart=246:Pfam_FtsJ(52|237)+	16S rRNA (uridine(1369)-2'-O)-methyltransferase,16S rRNA [Um1369] 2'-O-methyltransferase,2.1.1.-,2.1.1.166,23S rRNA (uridine2552-2'-O)-methyltransferase,29960,2NYU,A0A3B3ITW8,AAF22488.1,AAI14515.1,AC004971,AC005282,AC006433,AC069288,AC104129,AC110781,ACJ13712.1,AF093415,BC114514,CCDS5328,CCDS5328.1,CH471144,EAW87223.1,EAW87224.1,EC 2.1.1.-,EC 2.1.1.166,ENSG00000122687,ENSP00000242257,ENSP00000327660,ENSP00000334528,ENSP00000384423,ENSP00000392343,ENSP00000498090,ENST00000242257,ENST00000242257.12,ENST00000332565,ENST00000335474,ENST00000407040,ENST00000440306,ENST00000440306.3,ENST00000467199,ENST00000467199.5,ENST00000486040,ENST00000486040.1,EU794658,FJH1,FTSJ2,FtsJ RNA methyltransferase homolog 2 (E. coli),HEL97,HGNC:16352,HPA019826,HPA049622,KF458357,KF458358,KF511002,MRM2,MRM2-201,MRM2-202,MRM2-203,MRM2-204,MRM2-205,MRM2_HUMAN,MTDPS17,Mitochondrial rRNA methyltransferase 2,NM_013393,NM_013393.1,NM_013393.3,NP_037525,NP_037525.1,NX_Q9UI43,OMIM:606906,OTTHUMG00000023866,Protein ftsJ homolog 2,Q24JR8,Q9UI43,R-HSA-6793080,R-HSA-72312,R-HSA-8868766,R-HSA-8953854,RRMJ2,UPI00000373C0,UPI0000168663,V9HWJ9,hsa:29960,mitochondrial rRNA methyltransferase 2,rRNA (uridine-2'-O-)-methyltransferase,rRNA methyltransferase 2, mitochondrial,uc003slm.3
MRM3	9606.ENSP00000306080	rRNA methyltransferase 3, mitochondrial; S-adenosyl-L-methionine-dependent 2'-O-ribose methyltransferase that catalyzes the formation of 2'-O-methylguanosine at position 1370 (Gm1370) in the 16S mitochondrial large subunit ribosomal RNA (mtLSU rRNA), a conserved modification in the peptidyl transferase domain of the mtLSU rRNA.	https://smart.embl.de/smart/DDvec.cgi?smart=420:SpoU_sub_bind(124|195)+Pfam_SpoU_methylase(209|400)+	16S rRNA [Gm1370] 2'-O-methyltransferase,2.1.1.-,55178,AAG17988.2,AAH11550.1,AAH50614.1,AC087392,AF177344,AK001443,AK222900,BAA91694.1,BAD96620.1,BC011550,BC050614,CCDS10997,CCDS10997.1,CH471108,EAW90642.1,EC 2.1.1.-,ENSG00000171861,ENSP00000306080,ENSP00000371739,ENSP00000458328,ENSP00000460957,ENST00000304478,ENST00000304478.8,ENST00000382302,ENST00000571157,ENST00000571157.1,ENST00000574509,ENST00000574509.1,ENST00000574916,ENST00000574916.1,FLJ10581,HC90,HGNC:18485,HPA022534,HPA023031,HPA023292,I3L0T6,I3L443,MRM3,MRM3-201,MRM3-202,MRM3-203,MRM3-204,MRM3_HUMAN,Mitochondrial rRNA methyltransferase 3,NM_001317947,NM_001317947.1,NM_001317947.2,NM_018146,NM_018146.3,NM_018146.4,NP_001304876,NP_001304876.1,NP_060616,NP_060616.1,NX_Q9HC36,OMIM:612600,OTTHUMG00000090285,Q53GN1,Q86VC3,Q96F76,Q9HC36,Q9NVQ5,R-HSA-6793080,R-HSA-72312,R-HSA-8868766,R-HSA-8953854,RMTL1,RNA methyltransferase like 1,RNA methyltransferase-like protein 1,RNMTL1,UPI000003B01C,UPI0000D6A373,UPI00025A2D8C,hsa:55178,mitochondrial rRNA methyltransferase 3,rRNA methyltransferase 3, mitochondrial,uc002frw.4
MRPL10	9606.ENSP00000290208	Mitochondrial ribosomal protein L10; Belongs to the universal ribosomal protein uL10 family.	https://smart.embl.de/smart/DDvec.cgi?smart=271:Pfam_Ribosomal_L10(91|181)+	124995,39S ribosomal protein L10, mitochondrial,39S ribosomal protein L8, mitochondrial,3J7Y,3J9M,5OOL,5OOM,6NU2,6NU3,A6NGJ4,AAH15904.1,AAH52601.1,AB051618,AC003665,AK127167,BAB54946.1,BAG54446.1,BC015904,BC052601,CCDS11516,CCDS11516.1,CCDS11517,CCDS11517.1,CH471109,EAW94796.1,EAW94798.1,ENSG00000159111,ENSP00000290208,ENSP00000324100,ENSP00000390624,ENSP00000395870,ENSP00000404039,ENST00000290208,ENST00000290208.11,ENST00000318295,ENST00000351111,ENST00000351111.6,ENST00000414011,ENST00000414011.1,ENST00000421763,ENST00000421763.5,ENST00000423147,ENST00000423147.1,ENST00000466016,ENST00000466016.5,ENST00000480901,ENST00000480901.1,F2Z2K7,HGNC:14055,HPA021234,HPA029885,L10MT,L10mt,L8mt,Large subunit ribosomal protein L10,MGC17973,MRP-L10,MRP-L8,MRPL10,MRPL10-201,MRPL10-202,MRPL10-203,MRPL10-204,MRPL10-205,MRPL10-206,MRPL10-207,MRPL8,Mitochondrial ribosomal protein L10,NM_145255,NM_145255.3,NM_145255.4,NM_148887,NM_148887.2,NM_148887.3,NP_660298,NP_660298.2,NP_683685,NP_683685.1,NR_037575,NR_037575.2,NX_Q7Z7H8,OMIM:611825,OTTHUMG00000156302,Q7Z7H8,Q96B80,Q96Q55,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM10_HUMAN,RPML8,UPI000004FA30,UPI000013DFCA,UPI000198C822,URS0000D6D6F1,XM_024450575,XM_024450575.1,XP_024306343,XP_024306343.1,hsa:124995,mitochondrial ribosomal protein L10,uc002ily.4,uc002ilz.4
MRPL13	9606.ENSP00000306548	Mitochondrial ribosomal protein L13; Belongs to the universal ribosomal protein uL13 family.	https://smart.embl.de/smart/DDvec.cgi?smart=178:Pfam_Ribosomal_L13(17|141)+	28998,39S ribosomal protein L13, mitochondrial,3J7Y,3J9M,5OOL,5OOM,6NU2,6NU3,AAF17202.1,AAH09190.1,AAH21744.1,AB049640,AC107877,AF112214,AK311924,B2R4R8,BAB40845.1,BAG34865.1,BC009190,BC021744,CCDS6332,CCDS6332.1,CH471060,E5RFI2,E5RJI7,EAW92004.1,ENSG00000172172,ENSP00000306548,ENSP00000428229,ENSP00000428867,ENSP00000430545,ENST00000306185,ENST00000306185.7,ENST00000518696,ENST00000518696.5,ENST00000518918,ENST00000518918.1,ENST00000520677,ENST00000520677.1,ENST00000521648,ENST00000521648.5,ENST00000522717,ENST00000522717.1,ENST00000613356,ENST00000613356.1,H0YAX3,HGNC:14278,HPA060899,KF510294,L13,L13A,L13mt,Large subunit ribosomal protein L13,MRP-L13,MRPL13,MRPL13-201,MRPL13-202,MRPL13-203,MRPL13-204,MRPL13-205,MRPL13-206,MRPL13-207,Mitochondrial ribosomal protein L13,NM_014078,NM_014078.5,NM_014078.6,NP_054797,NP_054797.2,NX_Q9BYD1,OMIM:610200,OTTHUMG00000165039,Q9BYD1,Q9UI04,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM13_HUMAN,RPL13,RPML13,UPI00001342CD,UPI00005A7B98,UPI0000E5AF47,UPI0003F4830E,URS0000D6DE48,hsa:28998,mitochondrial ribosomal protein L13,uc003ypa.4
MRPL15	9606.ENSP00000260102	Mitochondrial ribosomal protein L15.	https://smart.embl.de/smart/DDvec.cgi?smart=296:Pfam_Ribosomal_L27A(45|176)+	29088,39S ribosomal protein L15, mitochondrial,3J7Y,3J9M,5OOL,5OOM,6NU2,6NU3,AAF29109.1,AAH00891.1,AB051619,AC060764,AF161494,AL136665,BAB54947.1,BC000891,CAB66600.1,CAG38562.1,CCDS6158,CCDS6158.1,CR533531,E5RHF4,E5RIZ4,ENSG00000137547,ENSP00000260102,ENSP00000428581,ENSP00000429252,ENST00000260102,ENST00000260102.8,ENST00000519831,ENST00000519831.5,ENST00000522521,ENST00000522521.2,HGNC:14054,HPA044425,HSPC145,L15mt,Large subunit ribosomal protein L15,MRP-L15,MRP-L7,MRPL15,MRPL15-201,MRPL15-202,MRPL15-203,Mitochondrial ribosomal protein L15,NM_014175,NM_014175.3,NM_014175.4,NP_054894,NP_054894.1,NX_Q9P015,OMIM:611828,OTTHUMG00000164315,Q96Q54,Q9H0Y1,Q9P015,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM15_HUMAN,RPML7,UPI0000035FCA,UPI0001E8F33F,UPI0004620AA8,XM_017013362,XM_017013362.2,XP_016868851,XP_016868851.1,hsa:29088,mitochondrial ribosomal protein L15,uc003xsa.3
MRPL17	9606.ENSP00000288937	Mitochondrial ribosomal protein L17.	https://smart.embl.de/smart/DDvec.cgi?smart=175:Pfam_Ribosomal_L17(28|125)+	2CQM,39S ribosomal protein L17, mitochondrial,3J7Y,3J9M,5OOL,5OOM,63875,6NU2,6NU3,AAF80761.1,AAG49441.1,AAH12306.1,AB051620,AC091564,AF141338,AF164797,AK026857,BAB15575.1,BAB54948.1,BC012306,CAG33458.1,CCDS31412,CCDS31412.1,CH471064,CR457177,D3DQU3,E9PKV2,EAW68681.1,EAW68682.1,ENSG00000158042,ENSP00000288937,ENSP00000343130,ENSP00000435294,ENST00000288937,ENST00000288937.6,ENST00000340586,ENST00000529958,ENST00000529958.1,ENST00000532203,ENST00000532203.1,ENST00000532676,ENST00000532676.1,HGNC:14053,HPA043666,HPA050552,L17mt,LIP2,LYST-interacting protein 2,Large subunit ribosomal protein L17,MRP-L17,MRP-L26,MRPL17,MRPL17-201,MRPL17-202,MRPL17-203,MRPL17-204,Mitochondrial ribosomal protein L17,NM_022061,NM_022061.3,NM_022061.4,NP_071344,NP_071344.1,NX_Q9NRX2,OMIM:611830,OTTHUMG00000165505,Q6IAH8,Q96Q53,Q9C066,Q9NRX2,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM17_HUMAN,RPL17L,RPML26,UPI0000070867,UPI0001F787E1,URS0000D6DC57,hsa:63875,mitochondrial ribosomal protein L17,uc001men.3
MRPL20	9606.ENSP00000341082	Mitochondrial ribosomal protein L20.	https://smart.embl.de/smart/DDvec.cgi?smart=149:Pfam_Ribosomal_L20(11|116)+	39S ribosomal protein L20, mitochondrial,3J7Y,3J9M,55052,5OOL,5OOM,6NU2,6NU3,AAH09515.1,AAH14316.1,AAH59945.1,AB049644,AK301440,AK315794,AL391244,B2RE41,B7Z746,BAB40849.1,BAG38138.1,BAH13482.1,BC009515,BC014316,BC059945,CCDS26,CCDS26.1,CH471183,EAW56207.1,ENSG00000242485,ENSP00000341082,ENSP00000459994,ENSP00000460924,ENST00000344843,ENST00000344843.11,ENST00000477686,ENST00000477686.1,ENST00000482352,ENST00000482352.1,ENST00000487659,ENST00000487659.1,ENST00000492508,ENST00000492508.1,ENST00000493287,ENST00000493287.5,FLJ10024,HGNC:14478,HPA047074,I3L2X1,L20mt,Large subunit ribosomal protein L20,MRP-L20,MRPL20,MRPL20-201,MRPL20-202,MRPL20-203,MRPL20-204,MRPL20-205,MRPL20-206,Mitochondrial ribosomal protein L20,NM_001318485,NM_001318485.2,NM_017971,NM_017971.3,NM_017971.4,NP_001305414,NP_001305414.1,NP_060441,NP_060441.2,NX_Q9BYC9,OMIM:611833,OTTHUMG00000002916,Q9BYC9,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM20_HUMAN,UPI000006F0A8,UPI00019151C3,UPI00025A2C10,URS00008C240E,URS0000D6E442,hsa:55052,mitochondrial ribosomal protein L20,uc001afo.5
MRPL23	9606.ENSP00000380466	Mitochondrial ribosomal protein L23.	https://smart.embl.de/smart/DDvec.cgi?smart=153:Pfam_Ribosomal_L23(28|107)+	39S ribosomal protein L23, mitochondrial,3J7Y,3J9M,5OOL,5OOM,6150,6NU2,6NU3,A0A024RCB2,A6NJD9,A8MT29,A8MVT4,A8MYK1,AAC50415.1,AAH27710.1,AB051340,AC051649,BAB54930.2,BC027710,CAA89220.1,CCDS31336,CCDS31336.1,CH471158,EAX02472.1,EAX02473.1,ENSG00000214026,ENSP00000228013,ENSP00000370925,ENSP00000370930,ENSP00000370937,ENSP00000380462,ENSP00000380465,ENSP00000380466,ENSP00000407156,ENST00000228013,ENST00000381514,ENST00000381514.7,ENST00000381519,ENST00000381519.5,ENST00000381526,ENST00000397294,ENST00000397294.7,ENST00000397297,ENST00000397297.7,ENST00000397298,ENST00000397298.7,ENST00000429295,ENST00000429295.1,ENST00000462288,ENST00000462288.5,ENST00000466346,ENST00000466346.1,ENST00000484918,ENST00000484918.1,ENST00000486931,ENST00000486931.1,H7C2P7,HGNC:10322,HPA050406,L23 mitochondrial-related protein,L23MRP,L23mt,LOC107987373,Large subunit ribosomal protein L23,MRP-L23,MRPL23,MRPL23-201,MRPL23-202,MRPL23-203,MRPL23-204,MRPL23-205,MRPL23-206,MRPL23-207,MRPL23-208,MRPL23-209,MRPL23-210,Mitochondrial ribosomal protein L23,NM_021134,NM_021134.3,NM_021134.4,NP_066957,NP_066957.3,NX_Q16540,OMIM:600789,OTTHUMG00000012476,Q16540,Q96Q71,R-HSA-392499,R-HSA-5368286,R-HSA-5368287,R-HSA-5389840,R-HSA-5419276,R-HSA-72766,RM23_HUMAN,RPL23,RPL23L,Ribosomal protein L23-like,U26596,UPI000006EBEF,UPI00001F9AD4,UPI000155D4D1,UPI000155D4D4,UPI000173A6BF,XM_006718271,XM_006718271.2,XM_011520273,XM_011520273.1,XM_011520275,XM_011520275.2,XM_011520276,XM_011520276.3,XP_006718334,XP_006718334.1,XP_011518575,XP_011518575.1,XP_011518577,XP_011518577.1,XP_011518578,XP_011518578.1,XP_016885600,XP_016885600.1,Z49254,hsa:6150,mitochondrial ribosomal protein L23,uc001lux.4
